sample_prompt,seed,layer,type,shape,params,mode,w_bits,a_bits,baseline_ms,layer_ms,peak_mem_MB,mse,mae,max_abs,cos
a crisp portrait of a golden retriever in studio lighting,123,mid_block.resnets.0.conv2,Conv2d,"(1280, 1280, 3, 3)",14746880,W4A16,4,,3160.62,2891.2,,0.0012545508,0.0184646845,0.5954613686,0.9993632177
a crisp portrait of a golden retriever in studio lighting,123,mid_block.resnets.0.conv2,Conv2d,"(1280, 1280, 3, 3)",14746880,W4A8,4,8.0,3160.62,2917.64,,0.0011186374,0.0178753939,0.4758958817,0.9994350732
a crisp portrait of a golden retriever in studio lighting,123,mid_block.resnets.1.conv1,Conv2d,"(1280, 1280, 3, 3)",14746880,W8A16,8,,3160.62,2904.78,,2.9594e-05,0.0030320839,0.069668889,0.9999849453
a crisp portrait of a golden retriever in studio lighting,123,mid_block.resnets.1.conv1,Conv2d,"(1280, 1280, 3, 3)",14746880,W8A8,8,8.0,3160.62,2904.05,,0.0001920968,0.0076087564,0.1990966797,0.999902545
a crisp portrait of a golden retriever in studio lighting,123,mid_block.resnets.1.conv1,Conv2d,"(1280, 1280, 3, 3)",14746880,W4A16,4,,3160.62,2886.5,,0.0431768857,0.1007858738,2.7318780422,0.9779572744
a crisp portrait of a golden retriever in studio lighting,123,mid_block.resnets.1.conv1,Conv2d,"(1280, 1280, 3, 3)",14746880,W4A8,4,8.0,3160.62,2900.73,,0.0364700146,0.0921438485,2.665872097,0.9814214157
a crisp portrait of a golden retriever in studio lighting,123,mid_block.resnets.1.time_emb_proj,Linear,"(1280, 1280)",1639680,W8A16,8,,3160.62,2921.38,,6.79e-08,0.0001594157,0.0030109882,0.999999966
a crisp portrait of a golden retriever in studio lighting,123,mid_block.resnets.1.time_emb_proj,Linear,"(1280, 1280)",1639680,W8A8,8,8.0,3160.62,2898.32,,8.067e-07,0.0004636735,0.013466835,0.9999995945
a crisp portrait of a golden retriever in studio lighting,123,mid_block.resnets.1.time_emb_proj,Linear,"(1280, 1280)",1639680,W4A16,4,,3160.62,2878.12,,2.59966e-05,0.0029955567,0.0522024632,0.9999867738
a crisp portrait of a golden retriever in studio lighting,123,mid_block.resnets.1.time_emb_proj,Linear,"(1280, 1280)",1639680,W4A8,4,8.0,3160.62,2874.3,,2.24511e-05,0.0027737203,0.0501666069,0.9999885837
a crisp portrait of a golden retriever in studio lighting,123,mid_block.resnets.1.conv2,Conv2d,"(1280, 1280, 3, 3)",14746880,W8A16,8,,3160.62,2934.57,,1.48381e-05,0.0019556941,0.0601944923,0.9999924677
a crisp portrait of a golden retriever in studio lighting,123,mid_block.resnets.1.conv2,Conv2d,"(1280, 1280, 3, 3)",14746880,W8A8,8,8.0,3160.62,2915.67,,3.10175e-05,0.002992494,0.0878753662,0.9999841945
a crisp portrait of a golden retriever in studio lighting,123,mid_block.resnets.1.conv2,Conv2d,"(1280, 1280, 3, 3)",14746880,W4A16,4,,3160.62,2928.38,,0.0026696303,0.0261060651,0.925365448,0.9986437281
a crisp portrait of a golden retriever in studio lighting,123,mid_block.resnets.1.conv2,Conv2d,"(1280, 1280, 3, 3)",14746880,W4A8,4,8.0,3160.62,2921.66,,0.0026298393,0.0261200238,0.9095983505,0.9986642969
a crisp portrait of a golden retriever in studio lighting,123,conv_out,Conv2d,"(4, 320, 3, 3)",11524,W8A16,8,,3160.62,2900.64,,8.36259e-05,0.007066702,0.0476187468,0.9999573612
a crisp portrait of a golden retriever in studio lighting,123,conv_out,Conv2d,"(4, 320, 3, 3)",11524,W8A8,8,8.0,3160.62,2884.74,,0.0028008223,0.0421900004,0.2494404316,0.9985782682
a crisp portrait of a golden retriever in studio lighting,123,conv_out,Conv2d,"(4, 320, 3, 3)",11524,W4A16,4,,3160.62,2880.95,,0.0178364757,0.1040069759,0.5860834122,0.9909782271
a crisp portrait of a golden retriever in studio lighting,123,conv_out,Conv2d,"(4, 320, 3, 3)",11524,W4A8,4,8.0,3160.62,2874.66,,0.0205330495,0.1122445911,0.6480897665,0.9895349997
"a futuristic cityscape at twilight, ultra-detailed, cinemati...",321,conv_in,Conv2d,"(320, 4, 3, 3)",11840,W8A16,8,,2858.75,2817.53,,3.1307e-06,0.0013456757,0.0134575665,0.9999972519
"a futuristic cityscape at twilight, ultra-detailed, cinemati...",321,conv_in,Conv2d,"(320, 4, 3, 3)",11840,W8A8,8,8.0,2858.75,2886.75,,0.0001472501,0.0090766409,0.1215243191,0.9998707982
"a futuristic cityscape at twilight, ultra-detailed, cinemati...",321,conv_in,Conv2d,"(320, 4, 3, 3)",11840,W4A16,4,,2858.75,2854.61,,0.0022863029,0.0363181755,0.3577152491,0.9980588825
"a futuristic cityscape at twilight, ultra-detailed, cinemati...",321,conv_in,Conv2d,"(320, 4, 3, 3)",11840,W4A8,4,8.0,2858.75,2877.08,,0.0025382799,0.0383969955,0.3510570526,0.9978443029
"a futuristic cityscape at twilight, ultra-detailed, cinemati...",321,time_embedding.linear_1,Linear,"(1280, 320)",410880,W8A16,8,,2858.75,2838.68,,2.75e-08,0.000126406,0.0011917949,0.9999999764
"a futuristic cityscape at twilight, ultra-detailed, cinemati...",321,time_embedding.linear_1,Linear,"(1280, 320)",410880,W8A8,8,8.0,2858.75,2871.69,,9.833e-07,0.0007365881,0.0081253648,0.9999992582
"a futuristic cityscape at twilight, ultra-detailed, cinemati...",321,time_embedding.linear_1,Linear,"(1280, 320)",410880,W4A16,4,,2858.75,2870.07,,0.002388896,0.0368702561,0.3020150661,0.9982317397
"a futuristic cityscape at twilight, ultra-detailed, cinemati...",321,time_embedding.linear_1,Linear,"(1280, 320)",410880,W4A8,4,8.0,2858.75,2842.55,,0.0022443528,0.0357463546,0.298302412,0.9983378658
"a futuristic cityscape at twilight, ultra-detailed, cinemati...",321,time_embedding.linear_2,Linear,"(1280, 1280)",1639680,W8A16,8,,2858.75,2792.88,,9.5533e-06,0.0022648473,0.0213943422,0.9999921792
"a futuristic cityscape at twilight, ultra-detailed, cinemati...",321,time_embedding.linear_2,Linear,"(1280, 1280)",1639680,W8A8,8,8.0,2858.75,2805.74,,2.21113e-05,0.0035289773,0.030621551,0.9999817534
"a futuristic cityscape at twilight, ultra-detailed, cinemati...",321,time_embedding.linear_2,Linear,"(1280, 1280)",1639680,W4A16,4,,2858.75,2804.29,,0.1395898759,0.2637574375,2.4451489449,0.911123344
"a futuristic cityscape at twilight, ultra-detailed, cinemati...",321,time_embedding.linear_2,Linear,"(1280, 1280)",1639680,W4A8,4,8.0,2858.75,2795.44,,0.1384138763,0.2627999783,2.4440021515,0.9116700429
"a futuristic cityscape at twilight, ultra-detailed, cinemati...",321,down_blocks.0.attentions.0.proj_in,Conv2d,"(320, 320, 1, 1)",102720,W8A16,8,,2858.75,2787.72,,4.8686e-06,0.0017104759,0.0154495239,0.9999960499
"a futuristic cityscape at twilight, ultra-detailed, cinemati...",321,down_blocks.0.attentions.0.proj_in,Conv2d,"(320, 320, 1, 1)",102720,W8A8,8,8.0,2858.75,2813.15,,1.04154e-05,0.0024279275,0.0367443562,0.9999909255
"a futuristic cityscape at twilight, ultra-detailed, cinemati...",321,down_blocks.0.attentions.0.proj_in,Conv2d,"(320, 320, 1, 1)",102720,W4A16,4,,2858.75,2772.78,,0.001171109,0.0266992301,0.2122247219,0.9990057213
"a futuristic cityscape at twilight, ultra-detailed, cinemati...",321,down_blocks.0.attentions.0.proj_in,Conv2d,"(320, 320, 1, 1)",102720,W4A8,4,8.0,2858.75,2757.58,,0.00120966,0.0271634292,0.2075233459,0.998974856
"a futuristic cityscape at twilight, ultra-detailed, cinemati...",321,down_blocks.0.attentions.0.transformer_blocks.0.attn1.to_q,Linear,"(320, 320)",102400,W8A16,8,,2858.75,2765.75,,6.094e-07,0.0005608593,0.0089940429,0.9999994632
"a futuristic cityscape at twilight, ultra-detailed, cinemati...",321,down_blocks.0.attentions.0.transformer_blocks.0.attn1.to_q,Linear,"(320, 320)",102400,W8A8,8,8.0,2858.75,2778.7,,1.2203e-06,0.0008045865,0.0111099482,0.9999989225
"a futuristic cityscape at twilight, ultra-detailed, cinemati...",321,down_blocks.0.attentions.0.transformer_blocks.0.attn1.to_q,Linear,"(320, 320)",102400,W4A16,4,,2858.75,2804.62,,0.0001348696,0.0089400914,0.0829114914,0.9998811168
"a futuristic cityscape at twilight, ultra-detailed, cinemati...",321,down_blocks.0.attentions.0.transformer_blocks.0.attn1.to_q,Linear,"(320, 320)",102400,W4A8,4,8.0,2858.75,2794.36,,0.0001361996,0.0089814952,0.0803074837,0.9998800067
"a futuristic cityscape at twilight, ultra-detailed, cinemati...",321,down_blocks.0.attentions.0.transformer_blocks.0.attn1.to_k,Linear,"(320, 320)",102400,W8A16,8,,2858.75,2750.17,,4.683e-07,0.0005331302,0.0054892302,0.9999995947
"a futuristic cityscape at twilight, ultra-detailed, cinemati...",321,down_blocks.0.attentions.0.transformer_blocks.0.attn1.to_k,Linear,"(320, 320)",102400,W8A8,8,8.0,2858.75,2759.99,,4.878e-07,0.0005359054,0.0061144531,0.9999995724
"a futuristic cityscape at twilight, ultra-detailed, cinemati...",321,down_blocks.0.attentions.0.transformer_blocks.0.attn1.to_k,Linear,"(320, 320)",102400,W4A16,4,,2858.75,2780.29,,0.0004799404,0.0159072001,0.1840107143,0.9995968202
"a futuristic cityscape at twilight, ultra-detailed, cinemati...",321,down_blocks.0.attentions.0.transformer_blocks.0.attn1.to_k,Linear,"(320, 320)",102400,W4A8,4,8.0,2858.75,2771.11,,0.0004753963,0.0158401486,0.1821186543,0.9996005902
"a futuristic cityscape at twilight, ultra-detailed, cinemati...",321,down_blocks.0.attentions.0.transformer_blocks.0.attn1.to_v,Linear,"(320, 320)",102400,W8A16,8,,2858.75,2752.56,,3.4646e-06,0.0014239161,0.0130905136,0.9999970215
"a futuristic cityscape at twilight, ultra-detailed, cinemati...",321,down_blocks.0.attentions.0.transformer_blocks.0.attn1.to_v,Linear,"(320, 320)",102400,W8A8,8,8.0,2858.75,2755.29,,3.9147e-06,0.0015109711,0.0121026672,0.9999966179
"a futuristic cityscape at twilight, ultra-detailed, cinemati...",321,down_blocks.0.attentions.0.transformer_blocks.0.attn1.to_v,Linear,"(320, 320)",102400,W4A16,4,,2858.75,2779.36,,0.0020051931,0.0345588513,0.4440696239,0.9982554116
"a futuristic cityscape at twilight, ultra-detailed, cinemati...",321,down_blocks.0.attentions.0.transformer_blocks.0.attn1.to_v,Linear,"(320, 320)",102400,W4A8,4,8.0,2858.75,2775.5,,0.0020175555,0.0346650369,0.4475181103,0.9982448841
"a futuristic cityscape at twilight, ultra-detailed, cinemati...",321,down_blocks.0.attentions.0.transformer_blocks.0.attn1.to_out.0,Linear,"(320, 320)",102720,W8A16,8,,2858.75,2729.88,,3.1431e-06,0.001292694,0.0139407963,0.9999972398
"a futuristic cityscape at twilight, ultra-detailed, cinemati...",321,down_blocks.0.attentions.0.transformer_blocks.0.attn1.to_out.0,Linear,"(320, 320)",102720,W8A8,8,8.0,2858.75,2743.69,,5.3849e-06,0.0016789287,0.017855227,0.9999952782
"a futuristic cityscape at twilight, ultra-detailed, cinemati...",321,down_blocks.0.attentions.0.transformer_blocks.0.attn1.to_out.0,Linear,"(320, 320)",102720,W4A16,4,,2858.75,2777.24,,0.0004797452,0.0163311213,0.2418130636,0.9995848355
"a futuristic cityscape at twilight, ultra-detailed, cinemati...",321,down_blocks.0.attentions.0.transformer_blocks.0.attn1.to_out.0,Linear,"(320, 320)",102720,W4A8,4,8.0,2858.75,2777.07,,0.0004998235,0.0165701583,0.25279212,0.9995684546
"a futuristic cityscape at twilight, ultra-detailed, cinemati...",321,down_blocks.0.attentions.0.transformer_blocks.0.attn2.to_q,Linear,"(320, 320)",102400,W8A16,8,,2858.75,2773.08,,1.283e-07,0.0002616784,0.0031427145,0.9999998906
"a futuristic cityscape at twilight, ultra-detailed, cinemati...",321,down_blocks.0.attentions.0.transformer_blocks.0.attn2.to_q,Linear,"(320, 320)",102400,W8A8,8,8.0,2858.75,2780.99,,3.449e-07,0.0004458718,0.0042436123,0.9999996978
"a futuristic cityscape at twilight, ultra-detailed, cinemati...",321,down_blocks.0.attentions.0.transformer_blocks.0.attn2.to_q,Linear,"(320, 320)",102400,W4A16,4,,2858.75,2759.39,,8.98944e-05,0.0069625285,0.0764029026,0.9999216983
"a futuristic cityscape at twilight, ultra-detailed, cinemati...",321,down_blocks.0.attentions.0.transformer_blocks.0.attn2.to_q,Linear,"(320, 320)",102400,W4A8,4,8.0,2858.75,2818.82,,9.39836e-05,0.007103635,0.0778190494,0.9999182214
"a futuristic cityscape at twilight, ultra-detailed, cinemati...",321,down_blocks.0.attentions.0.transformer_blocks.0.attn2.to_k,Linear,"(320, 768)",245760,W8A16,8,,2858.75,2744.63,,1.3186e-06,0.0008407652,0.0094927251,0.9999989028
"a futuristic cityscape at twilight, ultra-detailed, cinemati...",321,down_blocks.0.attentions.0.transformer_blocks.0.attn2.to_k,Linear,"(320, 768)",245760,W8A8,8,8.0,2858.75,2830.36,,9.7851e-06,0.0023314003,0.0264233053,0.9999919859
"a futuristic cityscape at twilight, ultra-detailed, cinemati...",321,down_blocks.0.attentions.0.transformer_blocks.0.attn2.to_k,Linear,"(320, 768)",245760,W4A16,4,,2858.75,2769.84,,0.0003150814,0.0125257839,0.1363595128,0.9997301416
"a futuristic cityscape at twilight, ultra-detailed, cinemati...",321,down_blocks.0.attentions.0.transformer_blocks.0.attn2.to_k,Linear,"(320, 768)",245760,W4A8,4,8.0,2858.75,2771.62,,0.0002974057,0.0121789146,0.1345367432,0.9997440153
"a futuristic cityscape at twilight, ultra-detailed, cinemati...",321,down_blocks.0.attentions.0.transformer_blocks.0.attn2.to_v,Linear,"(320, 768)",245760,W8A16,8,,2858.75,2779.17,,2.04745e-05,0.0032515661,0.0366803259,0.9999831592
"a futuristic cityscape at twilight, ultra-detailed, cinemati...",321,down_blocks.0.attentions.0.transformer_blocks.0.attn2.to_v,Linear,"(320, 768)",245760,W8A8,8,8.0,2858.75,2777.33,,5.93916e-05,0.0058592805,0.0537872314,0.9999480537
"a futuristic cityscape at twilight, ultra-detailed, cinemati...",321,down_blocks.0.attentions.0.transformer_blocks.0.attn2.to_v,Linear,"(320, 768)",245760,W4A16,4,,2858.75,2754.6,,0.0011753743,0.0255316962,0.2850906253,0.999003129
"a futuristic cityscape at twilight, ultra-detailed, cinemati...",321,down_blocks.0.attentions.0.transformer_blocks.0.attn2.to_v,Linear,"(320, 768)",245760,W4A8,4,8.0,2858.75,2726.22,,0.0013944593,0.0280683581,0.2658905983,0.9988214647
"a futuristic cityscape at twilight, ultra-detailed, cinemati...",321,down_blocks.0.attentions.0.transformer_blocks.0.attn2.to_out.0,Linear,"(320, 320)",102720,W8A16,8,,2858.75,2763.47,,3.53907e-05,0.0047632908,0.0328837633,0.9999724745
"a futuristic cityscape at twilight, ultra-detailed, cinemati...",321,down_blocks.0.attentions.0.transformer_blocks.0.attn2.to_out.0,Linear,"(320, 320)",102720,W8A8,8,8.0,2858.75,2763.69,,3.37692e-05,0.0046500978,0.0332797766,0.9999736967
"a futuristic cityscape at twilight, ultra-detailed, cinemati...",321,down_blocks.0.attentions.0.transformer_blocks.0.attn2.to_out.0,Linear,"(320, 320)",102720,W4A16,4,,2858.75,2765.53,,0.0074984636,0.0645671785,0.9868707657,0.9941100045
"a futuristic cityscape at twilight, ultra-detailed, cinemati...",321,down_blocks.0.attentions.0.transformer_blocks.0.attn2.to_out.0,Linear,"(320, 320)",102720,W4A8,4,8.0,2858.75,2743.46,,0.0074528009,0.0643871054,0.9825972915,0.9941484572
"a futuristic cityscape at twilight, ultra-detailed, cinemati...",321,down_blocks.0.attentions.0.transformer_blocks.0.ff.net.0.proj,Linear,"(2560, 320)",821760,W8A16,8,,2858.75,2776.55,,1.65132e-05,0.0031105247,0.0387117863,0.9999854301
"a futuristic cityscape at twilight, ultra-detailed, cinemati...",321,down_blocks.0.attentions.0.transformer_blocks.0.ff.net.0.proj,Linear,"(2560, 320)",821760,W8A8,8,8.0,2858.75,2782.09,,2.03444e-05,0.0034916508,0.0297269821,0.999982033
"a futuristic cityscape at twilight, ultra-detailed, cinemati...",321,down_blocks.0.attentions.0.transformer_blocks.0.ff.net.0.proj,Linear,"(2560, 320)",821760,W4A16,4,,2858.75,2740.5,,0.018507069,0.1019826382,1.0028928518,0.9839236057
"a futuristic cityscape at twilight, ultra-detailed, cinemati...",321,down_blocks.0.attentions.0.transformer_blocks.0.ff.net.0.proj,Linear,"(2560, 320)",821760,W4A8,4,8.0,2858.75,2767.67,,0.0185263995,0.1021006405,1.0056422949,0.9839054741
"a futuristic cityscape at twilight, ultra-detailed, cinemati...",321,down_blocks.0.attentions.0.transformer_blocks.0.ff.net.2,Linear,"(320, 1280)",409920,W8A16,8,,2858.75,2742.34,,1.5428e-06,0.0009254433,0.0076354817,0.9999986752
"a futuristic cityscape at twilight, ultra-detailed, cinemati...",321,down_blocks.0.attentions.0.transformer_blocks.0.ff.net.2,Linear,"(320, 1280)",409920,W8A8,8,8.0,2858.75,2743.53,,2.06863e-05,0.0033826954,0.0354713798,0.9999817261
"a futuristic cityscape at twilight, ultra-detailed, cinemati...",321,down_blocks.0.attentions.0.transformer_blocks.0.ff.net.2,Linear,"(320, 1280)",409920,W4A16,4,,2858.75,2752.4,,0.0003213955,0.0132666547,0.2010360956,0.9997464238
"a futuristic cityscape at twilight, ultra-detailed, cinemati...",321,down_blocks.0.attentions.0.transformer_blocks.0.ff.net.2,Linear,"(320, 1280)",409920,W4A8,4,8.0,2858.75,2836.89,,0.0003319102,0.0136521999,0.1860111952,0.9997370809
"a futuristic cityscape at twilight, ultra-detailed, cinemati...",321,down_blocks.0.attentions.0.proj_out,Conv2d,"(320, 320, 1, 1)",102720,W8A16,8,,2858.75,2776.15,,7.158e-07,0.0006499914,0.0062990189,0.9999993726
"a futuristic cityscape at twilight, ultra-detailed, cinemati...",321,down_blocks.0.attentions.0.proj_out,Conv2d,"(320, 320, 1, 1)",102720,W8A8,8,8.0,2858.75,2812.5,,2.9196e-06,0.0012790328,0.011757195,0.9999974304
"a futuristic cityscape at twilight, ultra-detailed, cinemati...",321,down_blocks.0.attentions.0.proj_out,Conv2d,"(320, 320, 1, 1)",102720,W4A16,4,,2858.75,2803.69,,0.0005599945,0.0178802218,0.1958088875,0.9995102848
"a futuristic cityscape at twilight, ultra-detailed, cinemati...",321,down_blocks.0.attentions.0.proj_out,Conv2d,"(320, 320, 1, 1)",102720,W4A8,4,8.0,2858.75,2758.64,,0.0005573018,0.0178896599,0.2015240192,0.9995123562
"a futuristic cityscape at twilight, ultra-detailed, cinemati...",321,down_blocks.0.attentions.1.proj_in,Conv2d,"(320, 320, 1, 1)",102720,W8A16,8,,2858.75,2763.38,,1.6257e-06,0.0009802496,0.0101855993,0.9999985677
"a futuristic cityscape at twilight, ultra-detailed, cinemati...",321,down_blocks.0.attentions.1.proj_in,Conv2d,"(320, 320, 1, 1)",102720,W8A8,8,8.0,2858.75,2763.41,,1.44337e-05,0.0028285957,0.0334014893,0.9999873075
"a futuristic cityscape at twilight, ultra-detailed, cinemati...",321,down_blocks.0.attentions.1.proj_in,Conv2d,"(320, 320, 1, 1)",102720,W4A16,4,,2858.75,2783.62,,0.0007225398,0.0207491405,0.2461681366,0.9993658179
"a futuristic cityscape at twilight, ultra-detailed, cinemati...",321,down_blocks.0.attentions.1.proj_in,Conv2d,"(320, 320, 1, 1)",102720,W4A8,4,8.0,2858.75,2786.53,,0.0007423419,0.0210122559,0.263569653,0.9993486437
"a futuristic cityscape at twilight, ultra-detailed, cinemati...",321,down_blocks.0.attentions.1.transformer_blocks.0.attn1.to_q,Linear,"(320, 320)",102400,W8A16,8,,2858.75,2798.5,,2.126e-07,0.0003454899,0.0031049624,0.9999998123
"a futuristic cityscape at twilight, ultra-detailed, cinemati...",321,down_blocks.0.attentions.1.transformer_blocks.0.attn1.to_q,Linear,"(320, 320)",102400,W8A8,8,8.0,2858.75,2746.48,,1.2014e-06,0.0007882921,0.0091006756,0.9999989436
"a futuristic cityscape at twilight, ultra-detailed, cinemati...",321,down_blocks.0.attentions.1.transformer_blocks.0.attn1.to_q,Linear,"(320, 320)",102400,W4A16,4,,2858.75,2757.64,,0.0002348767,0.0112269577,0.1041435227,0.9997953256
"a futuristic cityscape at twilight, ultra-detailed, cinemati...",321,down_blocks.0.attentions.1.transformer_blocks.0.attn1.to_q,Linear,"(320, 320)",102400,W4A8,4,8.0,2858.75,2749.67,,0.0002372748,0.0112885479,0.1042504013,0.9997931984
"a futuristic cityscape at twilight, ultra-detailed, cinemati...",321,down_blocks.0.attentions.1.transformer_blocks.0.attn1.to_k,Linear,"(320, 320)",102400,W8A16,8,,2858.75,2754.43,,1.3502e-06,0.0008302434,0.012906,0.9999988135
"a futuristic cityscape at twilight, ultra-detailed, cinemati...",321,down_blocks.0.attentions.1.transformer_blocks.0.attn1.to_k,Linear,"(320, 320)",102400,W8A8,8,8.0,2858.75,2775.68,,1.6825e-06,0.0009298601,0.0134564042,0.9999985186
"a futuristic cityscape at twilight, ultra-detailed, cinemati...",321,down_blocks.0.attentions.1.transformer_blocks.0.attn1.to_k,Linear,"(320, 320)",102400,W4A16,4,,2858.75,2755.65,,0.0002845733,0.0121915154,0.1286120713,0.9997498053
